survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,family_size,embarked_Q,embarked_S
0,1,0,28.0,0,0,27.7208,First,man,True,Cherbourg,no,True,1,False,False
0,3,0,23.5,0,0,7.2292,Third,man,True,Cherbourg,no,True,1,False,False
0,1,1,2.0,1,2,151.55,First,child,False,Southampton,no,False,4,False,True
1,1,0,28.0,0,0,30.5,First,man,True,Southampton,yes,True,1,False,True
1,1,1,50.0,0,1,247.5208,First,woman,False,Cherbourg,yes,False,2,False,False
1,3,1,28.0,0,0,7.75,Third,woman,False,Queenstown,yes,True,1,True,False
1,3,0,28.0,2,0,23.25,Third,man,True,Queenstown,yes,False,3,True,False
0,3,0,19.0,0,0,0.0,Third,man,True,Southampton,no,True,1,False,True
1,2,1,28.0,0,0,12.35,Second,woman,False,Queenstown,yes,True,1,True,False
0,3,0,28.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,1,0,0.92,1,2,151.55,First,child,False,Southampton,yes,False,4,False,True
1,1,1,28.0,0,0,110.8833,First,woman,False,Cherbourg,yes,True,1,False,False
1,1,1,17.0,1,0,108.9,First,woman,False,Cherbourg,yes,False,2,False,False
0,2,0,30.0,1,0,24.0,Second,man,True,Cherbourg,no,False,2,False,False
1,1,1,30.0,0,0,56.9292,First,woman,False,Cherbourg,yes,True,1,False,False
1,1,1,24.0,0,0,83.1583,First,woman,False,Cherbourg,yes,True,1,False,False
1,1,1,18.0,2,2,262.375,First,woman,False,Cherbourg,yes,False,5,False,False
0,2,1,26.0,1,1,26.0,Second,woman,False,Southampton,no,False,3,False,True
0,3,0,28.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,2,0,43.0,1,1,26.25,Second,man,True,Southampton,no,False,3,False,True
1,3,1,26.0,0,0,7.8542,Third,woman,False,Southampton,yes,True,1,False,True
1,2,1,24.0,1,0,26.0,Second,woman,False,Southampton,yes,False,2,False,True
0,2,0,54.0,0,0,14.0,Second,man,True,Southampton,no,True,1,False,True
1,1,1,31.0,0,2,164.8667,First,woman,False,Southampton,yes,False,3,False,True
1,1,1,40.0,1,1,134.5,First,woman,False,Cherbourg,yes,False,3,False,False
0,3,0,22.0,0,0,7.25,Third,man,True,Southampton,no,True,1,False,True
0,3,0,27.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
1,2,1,30.0,0,0,12.35,Second,woman,False,Queenstown,yes,True,1,True,False
1,2,1,22.0,1,1,29.0,Second,woman,False,Southampton,yes,False,3,False,True
0,3,0,28.0,8,2,69.55,Third,man,True,Southampton,no,False,11,False,True
1,1,1,36.0,0,0,135.6333,First,woman,False,Cherbourg,yes,True,1,False,False
0,3,0,61.0,0,0,6.2375,Third,man,True,Southampton,no,True,1,False,True
1,2,1,36.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
1,3,1,31.0,1,1,20.525,Third,woman,False,Southampton,yes,False,3,False,True
1,1,1,16.0,0,1,57.9792,First,woman,False,Cherbourg,yes,False,2,False,False
1,3,1,28.0,2,0,23.25,Third,woman,False,Queenstown,yes,False,3,True,False
0,1,0,45.5,0,0,28.5,First,man,True,Southampton,no,True,1,False,True
0,1,0,38.0,0,1,153.4625,First,man,True,Southampton,no,False,2,False,True
0,3,0,16.0,2,0,18.0,Third,man,True,Southampton,no,False,3,False,True
1,1,1,28.0,1,0,133.65,First,woman,False,Southampton,yes,False,2,False,True
0,3,0,28.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,1,0,29.0,1,0,66.6,First,man,True,Southampton,no,False,2,False,True
1,1,1,41.0,0,0,134.5,First,woman,False,Cherbourg,yes,True,1,False,False
1,3,0,45.0,0,0,8.05,Third,man,True,Southampton,yes,True,1,False,True
0,1,0,45.0,0,0,35.5,First,man,True,Southampton,no,True,1,False,True
1,2,0,2.0,1,1,26.0,Second,child,False,Southampton,yes,False,3,False,True
1,1,1,24.0,3,2,263.0,First,woman,False,Southampton,yes,False,6,False,True
0,2,0,28.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,2,0,25.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,2,0,36.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
1,2,1,24.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
1,2,1,40.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
1,3,1,28.0,1,0,16.1,Third,woman,False,Southampton,yes,False,2,False,True
1,3,0,3.0,1,1,15.9,Third,child,False,Southampton,yes,False,3,False,True
0,3,0,42.0,0,0,8.6625,Third,man,True,Southampton,no,True,1,False,True
0,3,0,23.0,0,0,9.225,Third,man,True,Southampton,no,True,1,False,True
0,1,0,28.0,0,0,35.0,First,man,True,Southampton,no,True,1,False,True
0,3,0,15.0,1,1,7.2292,Third,child,False,Cherbourg,no,False,3,False,False
0,3,0,25.0,1,0,17.8,Third,man,True,Southampton,no,False,2,False,True
0,3,0,28.0,0,0,7.225,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,28.0,0,0,9.5,Third,man,True,Southampton,no,True,1,False,True
1,1,1,22.0,0,1,55.0,First,woman,False,Southampton,yes,False,2,False,True
0,2,1,38.0,0,0,13.0,Second,woman,False,Southampton,no,True,1,False,True
1,3,1,28.0,0,0,7.8792,Third,woman,False,Queenstown,yes,True,1,True,False
1,3,1,28.0,0,0,7.8792,Third,woman,False,Queenstown,yes,True,1,True,False
0,3,0,40.0,1,4,27.9,Third,man,True,Southampton,no,False,6,False,True
0,2,0,29.0,1,0,27.7208,Second,man,True,Cherbourg,no,False,2,False,False
0,3,1,45.0,0,1,14.4542,Third,woman,False,Cherbourg,no,False,2,False,False
0,3,0,35.0,0,0,7.05,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,1,0,15.5,Third,man,True,Queenstown,no,False,2,True,False
0,3,0,30.0,0,0,7.25,Third,man,True,Southampton,no,True,1,False,True
1,1,1,60.0,1,0,75.25,First,woman,False,Cherbourg,yes,False,2,False,False
1,3,1,28.0,0,0,7.2292,Third,woman,False,Cherbourg,yes,True,1,False,False
1,3,1,28.0,0,0,7.75,Third,woman,False,Queenstown,yes,True,1,True,False
1,1,1,24.0,0,0,69.3,First,woman,False,Cherbourg,yes,True,1,False,False
1,1,0,25.0,1,0,55.4417,First,man,True,Cherbourg,yes,False,2,False,False
0,3,0,18.0,1,0,6.4958,Third,man,True,Southampton,no,False,2,False,True
0,3,0,19.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,1,0,22.0,0,0,135.6333,First,man,True,Cherbourg,no,True,1,False,False
0,3,1,3.0,3,1,21.075,Third,child,False,Southampton,no,False,5,False,True
1,1,1,28.0,1,0,82.1708,First,woman,False,Cherbourg,yes,False,2,False,False
1,3,1,22.0,0,0,7.25,Third,woman,False,Southampton,yes,True,1,False,True
0,1,0,27.0,0,2,211.5,First,man,True,Cherbourg,no,False,3,False,False
0,3,0,20.0,0,0,4.0125,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,19.0,0,0,7.775,Third,man,True,Southampton,no,True,1,False,True
1,1,1,42.0,0,0,227.525,First,woman,False,Cherbourg,yes,True,1,False,False
1,3,1,1.0,0,2,15.7417,Third,child,False,Cherbourg,yes,False,3,False,False
0,3,0,32.0,0,0,7.925,Third,man,True,Southampton,no,True,1,False,True
1,1,1,35.0,1,0,52.0,First,woman,False,Southampton,yes,False,2,False,True
0,3,0,28.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,2,0,18.0,0,0,73.5,Second,man,True,Southampton,no,True,1,False,True
0,3,0,1.0,5,2,46.9,Third,child,False,Southampton,no,False,8,False,True
1,2,1,36.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,7.7292,Third,man,True,Queenstown,no,True,1,True,False
1,2,1,17.0,0,0,12.0,Second,woman,False,Cherbourg,yes,True,1,False,False
1,1,0,36.0,1,2,120.0,First,man,True,Southampton,yes,False,4,False,True
1,3,0,21.0,0,0,7.7958,Third,man,True,Southampton,yes,True,1,False,True
0,3,0,28.0,2,0,7.925,Third,man,True,Southampton,no,False,3,False,True
1,1,1,23.0,1,0,113.275,First,woman,False,Cherbourg,yes,False,2,False,False
1,3,1,24.0,0,2,16.7,Third,woman,False,Southampton,yes,False,3,False,True
0,3,0,22.0,0,0,7.7958,Third,man,True,Southampton,no,True,1,False,True
0,3,1,31.0,0,0,7.8542,Third,woman,False,Southampton,no,True,1,False,True
0,2,0,46.0,0,0,26.0,Second,man,True,Southampton,no,True,1,False,True
0,2,0,23.0,0,0,10.5,Second,man,True,Southampton,no,True,1,False,True
1,2,1,28.0,0,0,12.65,Second,woman,False,Southampton,yes,True,1,False,True
1,3,0,39.0,0,0,7.925,Third,man,True,Southampton,yes,True,1,False,True
0,3,0,26.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,3,1,21.0,1,0,9.825,Third,woman,False,Southampton,no,False,2,False,True
0,3,0,28.0,1,0,15.85,Third,man,True,Southampton,no,False,2,False,True
0,3,1,20.0,0,0,8.6625,Third,woman,False,Southampton,no,True,1,False,True
0,2,0,34.0,1,0,21.0,Second,man,True,Southampton,no,False,2,False,True
0,3,0,51.0,0,0,7.75,Third,man,True,Southampton,no,True,1,False,True
1,2,0,3.0,1,1,18.75,Second,child,False,Southampton,yes,False,3,False,True
0,3,0,21.0,0,0,7.775,Third,man,True,Southampton,no,True,1,False,True
0,3,1,28.0,3,1,25.4667,Third,woman,False,Southampton,no,False,5,False,True
0,3,0,28.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,6.8583,Third,man,True,Queenstown,no,True,1,True,False
1,1,1,33.0,1,0,90.0,First,woman,False,Queenstown,yes,False,2,True,False
0,2,0,28.0,0,0,0.0,Second,man,True,Southampton,no,True,1,False,True
1,3,0,44.0,0,0,7.925,Third,man,True,Southampton,yes,True,1,False,True
0,3,1,28.0,0,0,8.05,Third,woman,False,Southampton,no,True,1,False,True
1,2,1,34.0,1,1,32.5,Second,woman,False,Southampton,yes,False,3,False,True
1,2,1,18.0,0,2,13.0,Second,woman,False,Southampton,yes,False,3,False,True
0,2,0,30.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,3,1,10.0,0,2,24.15,Third,child,False,Southampton,no,False,3,False,True
0,3,0,28.0,0,0,7.8958,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,21.0,0,0,7.7333,Third,man,True,Queenstown,no,True,1,True,False
0,3,0,29.0,0,0,7.875,Third,man,True,Southampton,no,True,1,False,True
0,3,1,28.0,1,1,14.4,Third,woman,False,Southampton,no,False,3,False,True
0,3,0,18.0,1,1,20.2125,Third,man,True,Southampton,no,False,3,False,True
0,3,0,28.0,0,0,7.25,Third,man,True,Southampton,no,True,1,False,True
1,2,1,28.0,1,0,26.0,Second,woman,False,Southampton,yes,False,2,False,True
1,2,1,19.0,0,0,26.0,Second,woman,False,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
1,3,0,32.0,0,0,8.05,Third,man,True,Southampton,yes,True,1,False,True
1,1,0,28.0,0,0,26.55,First,man,True,Southampton,yes,True,1,False,True
1,3,1,28.0,1,0,16.1,Third,woman,False,Southampton,yes,False,2,False,True
1,2,1,42.0,1,0,26.0,Second,woman,False,Southampton,yes,False,2,False,True
0,3,0,17.0,0,0,7.125,Third,man,True,Southampton,no,True,1,False,True
0,1,0,50.0,1,0,55.9,First,man,True,Southampton,no,False,2,False,True
1,1,1,14.0,1,2,120.0,First,child,False,Southampton,yes,False,4,False,True
0,3,1,21.0,2,2,34.375,Third,woman,False,Southampton,no,False,5,False,True
1,2,1,24.0,2,3,18.75,Second,woman,False,Southampton,yes,False,6,False,True
0,1,0,64.0,1,4,263.0,First,man,True,Southampton,no,False,6,False,True
0,2,0,31.0,0,0,10.5,Second,man,True,Southampton,no,True,1,False,True
1,2,1,45.0,1,1,26.25,Second,woman,False,Southampton,yes,False,3,False,True
0,3,0,20.0,0,0,9.5,Third,man,True,Southampton,no,True,1,False,True
0,3,0,25.0,1,0,7.775,Third,man,True,Southampton,no,False,2,False,True
1,2,1,28.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
1,3,0,28.0,0,0,8.1125,Third,man,True,Southampton,yes,True,1,False,True
1,1,0,4.0,0,2,81.8583,First,child,False,Southampton,yes,False,3,False,True
1,2,1,13.0,0,1,19.5,Second,child,False,Southampton,yes,False,2,False,True
1,1,0,34.0,0,0,26.55,First,man,True,Southampton,yes,True,1,False,True
1,3,1,5.0,2,1,19.2583,Third,child,False,Cherbourg,yes,False,4,False,False
1,1,0,52.0,0,0,30.5,First,man,True,Southampton,yes,True,1,False,True
0,2,0,36.0,1,2,27.75,Second,man,True,Southampton,no,False,4,False,True
0,3,0,28.0,1,0,19.9667,Third,man,True,Southampton,no,False,2,False,True
0,1,0,30.0,0,0,27.75,First,man,True,Cherbourg,no,True,1,False,False
1,1,0,49.0,1,0,89.1042,First,man,True,Cherbourg,yes,False,2,False,False
0,3,0,28.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,3,0,29.0,0,0,7.8958,Third,man,True,Cherbourg,yes,True,1,False,False
0,1,0,65.0,0,0,26.55,First,man,True,Southampton,no,True,1,False,True
1,1,1,28.0,1,0,51.8625,First,woman,False,Southampton,yes,False,2,False,True
1,2,1,50.0,0,0,10.5,Second,woman,False,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
1,1,0,48.0,0,0,26.55,First,man,True,Southampton,yes,True,1,False,True
0,3,0,34.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,1,0,47.0,0,0,38.5,First,man,True,Southampton,no,True,1,False,True
0,2,0,48.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,3,0,38.0,0,0,7.05,Third,man,True,Southampton,no,True,1,False,True
0,2,0,28.0,0,0,0.0,Second,man,True,Southampton,no,True,1,False,True
0,1,0,56.0,0,0,26.55,First,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,7.725,Third,man,True,Queenstown,no,True,1,True,False
1,3,1,0.75,2,1,19.2583,Third,child,False,Cherbourg,yes,False,4,False,False
0,3,0,28.0,0,0,7.25,Third,man,True,Southampton,no,True,1,False,True
0,3,0,38.0,0,0,8.6625,Third,man,True,Southampton,no,True,1,False,True
1,2,1,33.0,1,2,27.75,Second,woman,False,Southampton,yes,False,4,False,True
1,2,1,23.0,0,0,13.7917,Second,woman,False,Cherbourg,yes,True,1,False,False
0,3,1,22.0,0,0,9.8375,Third,woman,False,Southampton,no,True,1,False,True
0,1,0,28.0,0,0,52.0,First,man,True,Southampton,no,True,1,False,True
0,2,0,34.0,1,0,21.0,Second,man,True,Southampton,no,False,2,False,True
0,3,0,29.0,1,0,7.0458,Third,man,True,Southampton,no,False,2,False,True
0,3,0,22.0,0,0,7.5208,Third,man,True,Southampton,no,True,1,False,True
1,3,1,2.0,0,1,12.2875,Third,child,False,Southampton,yes,False,2,False,True
0,3,0,9.0,5,2,46.9,Third,child,False,Southampton,no,False,8,False,True
0,2,0,28.0,0,0,0.0,Second,man,True,Southampton,no,True,1,False,True
0,3,0,50.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,3,1,63.0,0,0,9.5875,Third,woman,False,Southampton,yes,True,1,False,True
1,1,0,25.0,1,0,91.0792,First,man,True,Cherbourg,yes,False,2,False,False
0,3,1,28.0,3,1,25.4667,Third,woman,False,Southampton,no,False,5,False,True
1,1,1,35.0,1,0,90.0,First,woman,False,Southampton,yes,False,2,False,True
0,1,0,58.0,0,0,29.7,First,man,True,Cherbourg,no,True,1,False,False
0,3,0,30.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,3,0,9.0,1,1,15.9,Third,child,False,Southampton,yes,False,3,False,True
0,3,0,28.0,1,0,19.9667,Third,man,True,Southampton,no,False,2,False,True
0,3,0,21.0,0,0,7.25,Third,man,True,Southampton,no,True,1,False,True
0,1,0,55.0,0,0,30.5,First,man,True,Southampton,no,True,1,False,True
0,1,0,71.0,0,0,49.5042,First,man,True,Cherbourg,no,True,1,False,False
0,3,0,21.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,14.4583,Third,man,True,Cherbourg,no,True,1,False,False
1,1,1,54.0,1,0,78.2667,First,woman,False,Cherbourg,yes,False,2,False,False
0,3,0,28.0,0,0,15.1,Third,man,True,Southampton,no,True,1,False,True
0,1,1,25.0,1,2,151.55,First,woman,False,Southampton,no,False,4,False,True
0,3,0,24.0,0,0,7.7958,Third,man,True,Southampton,no,True,1,False,True
0,3,0,17.0,0,0,8.6625,Third,man,True,Southampton,no,True,1,False,True
0,3,1,21.0,0,0,7.75,Third,woman,False,Queenstown,no,True,1,True,False
0,3,1,28.0,0,0,7.6292,Third,woman,False,Queenstown,no,True,1,True,False
0,3,1,37.0,0,0,9.5875,Third,woman,False,Southampton,no,True,1,False,True
1,1,1,16.0,0,0,86.5,First,woman,False,Southampton,yes,True,1,False,True
0,1,0,18.0,1,0,108.9,First,man,True,Cherbourg,no,False,2,False,False
1,2,1,33.0,0,2,26.0,Second,woman,False,Southampton,yes,False,3,False,True
1,1,0,28.0,0,0,26.55,First,man,True,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,22.525,Third,man,True,Southampton,no,True,1,False,True
1,3,0,26.0,0,0,56.4958,Third,man,True,Southampton,yes,True,1,False,True
1,3,0,29.0,0,0,7.75,Third,man,True,Queenstown,yes,True,1,True,False
0,3,0,28.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,1,0,36.0,0,0,26.2875,First,man,True,Southampton,yes,True,1,False,True
1,1,1,54.0,1,0,59.4,First,woman,False,Cherbourg,yes,False,2,False,False
0,3,0,24.0,0,0,7.4958,Third,man,True,Southampton,no,True,1,False,True
0,1,0,47.0,0,0,34.0208,First,man,True,Southampton,no,True,1,False,True
1,2,1,34.0,0,0,10.5,Second,woman,False,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,24.15,Third,man,True,Queenstown,no,True,1,True,False
1,2,1,36.0,1,0,26.0,Second,woman,False,Southampton,yes,False,2,False,True
0,3,0,32.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
1,1,1,30.0,0,0,93.5,First,woman,False,Southampton,yes,True,1,False,True
0,3,0,22.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,7.225,Third,man,True,Cherbourg,no,True,1,False,False
1,1,1,44.0,0,1,57.9792,First,woman,False,Cherbourg,yes,False,2,False,False
0,3,0,28.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,40.5,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
1,2,1,50.0,0,0,10.5,Second,woman,False,Southampton,yes,True,1,False,True
0,1,0,28.0,0,0,221.7792,First,man,True,Southampton,no,True,1,False,True
0,3,0,39.0,0,0,7.925,Third,man,True,Southampton,no,True,1,False,True
0,2,0,23.0,2,1,11.5,Second,man,True,Southampton,no,False,4,False,True
1,2,1,2.0,1,1,26.0,Second,child,False,Southampton,yes,False,3,False,True
0,3,0,28.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,17.0,1,1,7.2292,Third,man,True,Cherbourg,no,False,3,False,False
1,3,1,28.0,0,2,22.3583,Third,woman,False,Cherbourg,yes,False,3,False,False
0,3,1,30.0,0,0,8.6625,Third,woman,False,Southampton,no,True,1,False,True
1,2,1,7.0,0,2,26.25,Second,child,False,Southampton,yes,False,3,False,True
0,1,0,45.0,0,0,26.55,First,man,True,Southampton,no,True,1,False,True
1,1,1,30.0,0,0,106.425,First,woman,False,Cherbourg,yes,True,1,False,False
0,3,0,28.0,0,0,14.5,Third,man,True,Southampton,no,True,1,False,True
1,1,1,22.0,0,2,49.5,First,woman,False,Cherbourg,yes,False,3,False,False
1,1,1,36.0,0,2,71.0,First,woman,False,Southampton,yes,False,3,False,True
0,3,1,9.0,4,2,31.275,Third,child,False,Southampton,no,False,7,False,True
0,3,1,11.0,4,2,31.275,Third,child,False,Southampton,no,False,7,False,True
1,2,0,32.0,1,0,26.0,Second,man,True,Southampton,yes,False,2,False,True
0,1,0,50.0,1,0,106.425,First,man,True,Cherbourg,no,False,2,False,False
0,1,0,64.0,0,0,26.0,First,man,True,Southampton,no,True,1,False,True
1,2,1,19.0,1,0,26.0,Second,woman,False,Southampton,yes,False,2,False,True
1,2,0,28.0,0,0,13.8625,Second,man,True,Cherbourg,yes,True,1,False,False
0,3,0,33.0,1,1,20.525,Third,man,True,Southampton,no,False,3,False,True
1,2,0,8.0,1,1,36.75,Second,child,False,Southampton,yes,False,3,False,True
1,1,0,17.0,0,2,110.8833,First,man,True,Cherbourg,yes,False,3,False,False
0,2,0,27.0,0,0,26.0,Second,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,7.8292,Third,man,True,Queenstown,no,True,1,True,False
1,3,0,22.0,0,0,7.225,Third,man,True,Cherbourg,yes,True,1,False,False
1,3,1,22.0,0,0,7.775,Third,woman,False,Southampton,yes,True,1,False,True
0,1,0,62.0,0,0,26.55,First,man,True,Southampton,no,True,1,False,True
1,1,1,48.0,1,0,39.6,First,woman,False,Cherbourg,yes,False,2,False,False
0,1,0,28.0,0,0,227.525,First,man,True,Cherbourg,no,True,1,False,False
1,1,1,39.0,1,1,79.65,First,woman,False,Southampton,yes,False,3,False,True
1,3,1,36.0,1,0,17.4,Third,woman,False,Southampton,yes,False,2,False,True
0,3,0,28.0,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
0,3,0,40.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,2,0,28.0,0,0,13.5,Second,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,3,1,28.0,0,0,8.05,Third,woman,False,Southampton,no,True,1,False,True
0,3,0,24.0,2,0,24.15,Third,man,True,Southampton,no,False,3,False,True
0,3,0,19.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,3,1,29.0,0,4,21.075,Third,woman,False,Southampton,no,False,5,False,True
0,3,0,28.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,1,False,False
1,3,0,32.0,0,0,7.8542,Third,man,True,Southampton,yes,True,1,False,True
1,2,0,62.0,0,0,10.5,Second,man,True,Southampton,yes,True,1,False,True
1,1,1,53.0,2,0,51.4792,First,woman,False,Southampton,yes,False,3,False,True
1,1,0,36.0,0,0,26.3875,First,man,True,Southampton,yes,True,1,False,True
1,3,1,28.0,0,0,7.75,Third,woman,False,Queenstown,yes,True,1,True,False
0,3,0,16.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,3,0,19.0,0,0,14.5,Third,man,True,Southampton,no,True,1,False,True
1,2,1,34.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
1,1,1,39.0,1,0,55.9,First,woman,False,Southampton,yes,False,2,False,True
0,3,1,28.0,1,0,14.4583,Third,woman,False,Cherbourg,no,False,2,False,False
1,3,0,32.0,0,0,7.925,Third,man,True,Southampton,yes,True,1,False,True
1,2,1,25.0,1,1,30.0,Second,woman,False,Southampton,yes,False,3,False,True
1,1,1,39.0,1,1,110.8833,First,woman,False,Cherbourg,yes,False,3,False,False
0,2,0,54.0,0,0,26.0,Second,man,True,Southampton,no,True,1,False,True
0,1,0,36.0,0,0,40.125,First,man,True,Cherbourg,no,True,1,False,False
0,3,0,28.0,0,0,8.7125,Third,man,True,Cherbourg,no,True,1,False,False
1,1,1,18.0,0,2,79.65,First,woman,False,Southampton,yes,False,3,False,True
0,2,0,47.0,0,0,15.0,Second,man,True,Southampton,no,True,1,False,True
1,1,0,60.0,1,1,79.2,First,man,True,Cherbourg,yes,False,3,False,False
0,3,0,22.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,3,0,35.0,0,0,7.125,Third,man,True,Southampton,no,True,1,False,True
1,1,1,52.0,1,0,78.2667,First,woman,False,Cherbourg,yes,False,2,False,False
